,Unnamed: 0,id,organization_id,name,type,age,gender,size,url,city,state,zip code,country
84,88.0,70490098.0,FL221,Tempura,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/tempura-70490098/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rancho Cucamonga, CA, 91701, US
85,89.0,70490092.0,CA912,Coulson,Cat,Young,Male,Small,https://www.petfinder.com/cat/coulson-70490092/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rancho Cucamonga, CA, 91701, US
86,90.0,70490093.0,CA912,Friendly,Cat,Adult,Male,Small,https://www.petfinder.com/cat/friendly-70490093/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rancho Cucamonga, CA, 91701, US
87,91.0,70490094.0,CA912,Drax,Cat,Young,Male,Small,https://www.petfinder.com/cat/drax-70490094/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Temple, TX, 76502, US
88,92.0,70490095.0,CA912,Hugo,Cat,Baby,Male,Small,https://www.petfinder.com/cat/hugo-70490095/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Hopkinton, MA, 01748, US
89,93.0,70490096.0,CA912,Howard,Cat,Young,Male,Small,https://www.petfinder.com/cat/howard-70490096/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Grayling, MI, 49738, US
90,94.0,70490097.0,CA912,Starlord,Cat,Young,Male,Small,https://www.petfinder.com/cat/starlord-70490097/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rogers, AR, 72758, US
91,95.0,70490087.0,CA2453,Dorothy,Dog,Young,Female,Medium,https://www.petfinder.com/dog/dorothy-70490087/ca/visalia/visalia-animal-care-center-ca2453/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Arlington, NJ, 07031, US
92,96.0,70490089.0,CA2453,Lorelai,Dog,Young,Female,Medium,https://www.petfinder.com/dog/lorelai-70490089/ca/visalia/visalia-animal-care-center-ca2453/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Hopkinton, MA, 01748, US
93,97.0,70490084.0,CA2246,Clark,Dog,Baby,Male,Large,https://www.petfinder.com/dog/clark-70490084/ca/rancho-cucamonga/angels-for-animals-rescue-ca2246/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Myrtle Beach, SC, 29572, US
94,98.0,70490085.0,CA2246,Peter,Dog,Baby,Male,Large,https://www.petfinder.com/dog/peter-70490085/ca/rancho-cucamonga/angels-for-animals-rescue-ca2246/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Gloucester, VA, 23061, US
95,99.0,70490086.0,CA2246,Bruce,Dog,Baby,Male,Large,https://www.petfinder.com/dog/bruce-70490086/ca/rancho-cucamonga/angels-for-animals-rescue-ca2246/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Gloucester, VA, 23061, US
96,100.0,70490082.0,TX2579,Jada,Dog,Adult,Female,Large,https://www.petfinder.com/dog/jada-70490082/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Gloucester, VA, 23061, US
97,101.0,70490081.0,MA515,Sage & Emilio,Cat,Adult,Male,Large,https://www.petfinder.com/cat/sage-and-emilio-70490081/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Grants Pass, OR, 97526, US
98,102.0,70490079.0,MI85,Chuck,Dog,Young,Male,Large,https://www.petfinder.com/dog/chuck-70490079/mi/grayling/ausable-valley-animal-shelter-mi85/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
99,103.0,70490078.0,AR50,Luke  6891,Dog,Young,Male,Medium,https://www.petfinder.com/dog/luke-6891-70490078/ar/rogers/humane-society-for-animals-inc-ar50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
100,104.0,70490077.0,NJ980,Teddy/ Bear,Dog,Baby,Male,Small,https://www.petfinder.com/dog/teddy-bear-70490077/nj/north-arlington/who-rescued-who-animal-rescue-nj980/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
101,105.0,70490073.0,MA515,Wilma,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/wilma-70490073/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
102,106.0,70490072.0,SC212,Remy,Cat,Adult,Male,Large,https://www.petfinder.com/cat/remy-70490072/sc/myrtle-beach/whiskers-animal-rescue-and-sanctuary-sc212/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
103,107.0,70490074.0,VA698,Trinket,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/trinket-70490074/va/gloucester/gloucester-mathews-humane-society-va698/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
104,108.0,70490075.0,VA698,Milo,Cat,Adult,Male,Small,https://www.petfinder.com/cat/milo-70490075/va/gloucester/gloucester-mathews-humane-society-va698/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tustin, CA, 92782, US
105,109.0,70490076.0,VA698,Sylver,Cat,Young,Female,Medium,https://www.petfinder.com/cat/sylver-70490076/va/gloucester/gloucester-mathews-humane-society-va698/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbia, SC, 29209, US
106,110.0,70490070.0,OR138,Thorn,Dog,Young,Male,Medium,https://www.petfinder.com/dog/thorn-70490070/or/grants-pass/josephine-county-animal-shelter-or138/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Wildomar, CA, 92595, US
107,111.0,70490066.0,CA257,YURI,Dog,Young,Female,Small,https://www.petfinder.com/dog/yuri-70490066/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Wildomar, CA, 92595, US
108,112.0,70490067.0,CA257,SCRUFFY,Dog,Adult,Male,Small,https://www.petfinder.com/dog/scruffy-70490067/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Wildomar, CA, 92595, US
109,113.0,70490068.0,CA257,BERNADETTE,Dog,Young,Female,Medium,https://www.petfinder.com/dog/bernadette-70490068/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Erie, PA, 16509, US
110,114.0,70490069.0,CA257,OZZY,Dog,Young,Male,Large,https://www.petfinder.com/dog/ozzy-70490069/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Temple, TX, 76502, US
111,115.0,70490063.0,CA257,ARYA,Dog,Young,Female,Medium,https://www.petfinder.com/dog/arya-70490063/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Umatilla, FL, 32784, US
112,116.0,70490064.0,CA257,HAWKEYE,Dog,Adult,Male,Large,https://www.petfinder.com/dog/hawkeye-70490064/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Bethel, CT, 06801, US
113,117.0,70490065.0,CA257,TURNER,Dog,Young,Male,Large,https://www.petfinder.com/dog/turner-70490065/ca/tustin/oc-animal-care-ca257/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Arlington, NJ, 07031, US
114,118.0,70490062.0,SC183,VEGA,Dog,Young,Female,Medium,https://www.petfinder.com/dog/vega-70490062/sc/columbia/city-of-columbia-animal-services-sc183/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlotte, NC, 28227, US
115,119.0,70490056.0,CA542,Happy,Dog,Adult,Male,Small,https://www.petfinder.com/dog/happy-70490056/ca/wildomar/animal-friends-of-the-valleys-ca542/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Eastpointe, MI, 48021, US
116,120.0,70490058.0,CA542,711386,Dog,Adult,Female,Large,https://www.petfinder.com/dog/711386-70490058/ca/wildomar/animal-friends-of-the-valleys-ca542/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Hopkinton, MA, 01748, US
117,121.0,70490060.0,CA542,Nala,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/nala-70490060/ca/wildomar/animal-friends-of-the-valleys-ca542/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, O Fallon, IL, 62269, US
118,122.0,70490046.0,PA1015,Bella,Cat,Adult,Female,Extra Large,https://www.petfinder.com/cat/bella-70490046/pa/erie/erie-animal-network-pa1015/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rogers, AR, 72758, US
119,123.0,70490045.0,TX2579,Patrick,Dog,Adult,Male,Large,https://www.petfinder.com/dog/patrick-70490045/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Hopkinton, MA, 01748, US
120,124.0,70490043.0,FL1562,Shadow,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/shadow-70490043/fl/umatilla/humane-society-of-lake-county-fl1562/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Arlington, NJ, 07031, US
121,125.0,70490042.0,CT602,Midnight ,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/midnight-70490042/ct/bethel/happily-furever-after-rescue-ct602/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Brentwood, TN, 37024, US
123,127.0,70490040.0,NJ980,Delilah ,Dog,Baby,Female,Small,https://www.petfinder.com/dog/delilah-70490040/nj/north-arlington/who-rescued-who-animal-rescue-nj980/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rogers, AR, 72758, US
124,128.0,70490039.0,NC941,Willoughby,Cat,Young,Male,Medium,https://www.petfinder.com/cat/willoughby-70490039/nc/charlotte/kitty-angels-rescue-nc941/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, West Hartford, CT, 06107, US
126,130.0,70490037.0,MI812,Tiny Tinker! ,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/tiny-tinker-70490037/mi/eastpointe/misfit-angels-dog-rescue-mi812/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Temple, TX, 76502, US
127,131.0,70490036.0,MA515,Autumn,Cat,Young,Female,Medium,https://www.petfinder.com/cat/autumn-70490036/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Arlington, NJ, 07031, US
128,132.0,70490035.0,IL885,Beethoven,Dog,Baby,Male,Large,https://www.petfinder.com/dog/beethoven-70490035/il/o-fallon/once-upon-a-prayer-il885/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North York, ON, M6A 2G4, CA
129,133.0,70490034.0,AR50,Leia  6890,Dog,Young,Female,Medium,https://www.petfinder.com/dog/leia-6890-70490034/ar/rogers/humane-society-for-animals-inc-ar50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33173, US
130,134.0,70490031.0,MA515,Paige,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/paige-70490031/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Arlington, NJ, 07031, US
131,135.0,70490029.0,NJ980,Kylie,Dog,Baby,Female,Small,https://www.petfinder.com/dog/kylie-70490029/nj/north-arlington/who-rescued-who-animal-rescue-nj980/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
132,136.0,70490028.0,TN385,Junior,Dog,Young,Male,Large,https://www.petfinder.com/dog/junior-70490028/tn/brentwood/spca-of-tennessee-tn385/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
133,137.0,70490023.0,MA515,Macy,Cat,Young,Female,Medium,https://www.petfinder.com/cat/macy-70490023/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
134,138.0,70490022.0,AR50,Tate 6889,Dog,Young,Male,Large,https://www.petfinder.com/dog/tate-6889-70490022/ar/rogers/humane-society-for-animals-inc-ar50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
135,139.0,70490021.0,NC1007,Miraculous Mimsy,Dog,Young,Female,Medium,https://www.petfinder.com/dog/miraculous-mimsy-70490021/ct/west-hartford/great-divide-animal-rescue-inc-nc1007/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
136,140.0,70490020.0,MI812,Jillie! ,Dog,Young,Female,Large,https://www.petfinder.com/dog/jillie-70490020/mi/eastpointe/misfit-angels-dog-rescue-mi812/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
137,141.0,70490017.0,TX2579,Lena,Dog,Adult,Female,Large,https://www.petfinder.com/dog/lena-70490017/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
138,142.0,70490012.0,NJ980,Kayla,Dog,Baby,Female,Small,https://www.petfinder.com/dog/kayla-70490012/nj/north-arlington/who-rescued-who-animal-rescue-nj980/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
139,143.0,70490009.0,ON580,Mido,Dog,Adult,Male,Small,https://www.petfinder.com/dog/mido-70490009/on/north-york/house-of-poochie-on580/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chatsworth, CA, 91311, US
140,144.0,70490008.0,FL611,Gigi,Dog,Adult,Female,Small,https://www.petfinder.com/dog/gigi-70490008/fl/miami/fairy-tails-fl611/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Woodbridge, NJ, 07095, US
141,145.0,70489996.0,NJ980,Katy,Dog,Baby,Female,Small,https://www.petfinder.com/dog/katy-70489996/nj/north-arlington/who-rescued-who-animal-rescue-nj980/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Arlington, NJ, 07031, US
142,146.0,70490007.0,CA765,NOVA,Dog,Young,Female,Medium,https://www.petfinder.com/dog/nova-70490007/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Burlington, IA, 52601, US
143,147.0,70489997.0,CA765,HONEY,Dog,Young,Female,Medium,https://www.petfinder.com/dog/honey-70489997/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Burlington, IA, 52601, US
144,148.0,70489998.0,CA765,MILO,Dog,Young,Male,Large,https://www.petfinder.com/dog/milo-70489998/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Burlington, IA, 52601, US
145,149.0,70489999.0,CA765,DARLA,Cat,Young,Female,Medium,https://www.petfinder.com/cat/darla-70489999/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Burlington, IA, 52601, US
146,150.0,70490000.0,CA765,GINGER,Dog,Young,Female,Medium,https://www.petfinder.com/dog/ginger-70490000/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Seattle, WA, 98165, US
147,152.0,70490002.0,CA765,CHASE,Cat,Adult,Male,Small,https://www.petfinder.com/cat/chase-70490002/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Seattle, WA, 98165, US
148,153.0,70490003.0,CA765,MOCHA,Cat,Adult,Male,Large,https://www.petfinder.com/cat/mocha-70490003/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlottesville, VA, 22901, US
149,154.0,70490004.0,CA765,RITA,Cat,Young,Female,Medium,https://www.petfinder.com/cat/rita-70490004/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlottesville, VA, 22901, US
150,155.0,70490005.0,CA765,BELLA,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/bella-70490005/ca/chatsworth/city-of-los-angeles-west-valley-animal-shelter-ca765/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlottesville, VA, 22901, US
151,157.0,70489995.0,NJ1024,Little Debbie,Dog,Adult,Female,Small,https://www.petfinder.com/dog/little-debbie-70489995/nj/woodbridge/lonely-paws-adoption-network-nj1024/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlottesville, VA, 22901, US
152,158.0,70489993.0,NJ980,Karly,Dog,Baby,Female,Small,https://www.petfinder.com/dog/karly-70489993/nj/north-arlington/who-rescued-who-animal-rescue-nj980/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlottesville, VA, 22901, US
153,159.0,70489987.0,IA04,Simba,Cat,Young,Female,Medium,https://www.petfinder.com/cat/simba-70489987/ia/burlington/des-moines-county-humane-society-ia04/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Charlottesville, VA, 22901, US
155,161.0,70489989.0,IA04,Duke,Dog,Young,Male,Medium,https://www.petfinder.com/dog/duke-70489989/ia/burlington/des-moines-county-humane-society-ia04/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Phoenix, AZ, 85021, US
